@relation 'TrainingData_g8-9-weka.filters.unsupervised.attribute.Remove-V-R16,20,36,45,50,53'

@attribute audio_bathroom {off,little,loud}
@attribute current_vacuumCleaner_livingroom {off,standby,on}
@attribute current_waterHeater_balcony {off,standby,on}
@attribute temperature_bathroom {low,high}
@attribute humidity_bathroom {low,high}
@attribute class {OtherActivity,g8-9}

@data
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
loud,off,on,high,high,g8-9
loud,off,on,high,high,g8-9
loud,off,on,high,high,g8-9
loud,on,on,high,high,g8-9
loud,on,on,high,high,g8-9
loud,on,on,high,high,g8-9
loud,on,on,high,high,g8-9
loud,on,on,high,high,g8-9
loud,on,on,high,high,g8-9
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
